"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 1.0_20g.csv 1",,,,"Date:","26 Nov 2025 14:37:51 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ"
26-11 14:41:47,2.389,0.486,97.125,0,0,25411735552,69339217920,689553408,171098349568,123149421,351744,0,0,
26-11 14:41:48,1.404,0.445,98.152,0,0,25411051520,69008687104,689553408,171420057600,122942627,346148,0,0,
26-11 14:41:49,1.335,0.959,97.484,0.222,0,25411416064,68678737920,689553408,171740704768,121726815,346501,0,2329927680,
26-11 14:41:50,1.320,0.820,97.679,0.181,0,25410662400,68347731968,689553408,172063510528,123055807,346484,0,1857683456,
26-11 14:41:51,1.265,0.556,98.179,0,0,25410314240,69475885056,689565696,170966413312,122850197,346356,0,516096,
26-11 14:41:52,1.363,0.403,98.233,0,0,25411289088,69144805376,689565696,171287392256,122856058,345160,0,0,
26-11 14:41:53,1.458,0.458,98.084,0,0,25410371584,68814815232,689565696,171609341952,122393339,344512,0,0,
26-11 14:41:54,1.279,0.500,98.220,0,0,25410584576,68483870720,689565696,171931004928,122635905,345610,0,0,
26-11 14:41:55,1.362,1.209,97.012,0.417,0,25410887680,68153372672,689565696,172252684288,122819215,345160,0,3908435968,
26-11 14:41:56,1.403,0.472,98.124,0,0,25410371584,67822833664,689577984,172574261248,123050471,346704,0,376832,
26-11 14:41:57,1.349,0.403,98.248,0,0,25410342912,67491446784,689577984,172896669696,123101114,346976,0,0,
26-11 14:41:58,1.237,0.626,98.137,0,0,25410760704,68620865536,689577984,171797704704,122649758,344566,0,0,
26-11 14:41:59,1.266,0.487,98.248,0,0,25411084288,68292190208,689577984,172117397504,122638642,346358,0,0,
26-11 14:42:00,1.279,0.598,98.067,0.056,0,25410838528,67963924480,689577984,172436504576,122886097,346104,0,464912384,
26-11 14:42:01,1.349,1.113,97.148,0.390,0,25410863104,67636039680,689590272,172755537920,123056984,344962,0,3724574720,
26-11 14:42:02,1.404,0.584,98.013,0,0,25403559936,67324477440,689590272,173065801728,121105501,338566,0,0,
26-11 14:42:03,1.320,0.445,98.235,0,0,25404084224,67063001088,689590272,173319991296,123055208,346982,0,0,
26-11 14:42:04,1.447,0.292,98.261,0,0,25404174336,66733793280,689590272,173639737344,123055260,345988,0,0,
26-11 14:42:05,1.195,0.667,98.138,0,0,25403850752,67869917184,689590272,172534648832,115387046,325228,0,0,
26-11 14:42:06,1.168,0.389,98.373,0.070,0,25404235776,67658895360,689602560,172740055040,1418,3012,0,558694400,
26-11 14:42:07,1.249,0.361,98.390,0,0,25403817984,67447779328,689602560,172945346560,1304,2026,0,0,
26-11 14:42:08,1.153,0.333,98.513,0,0,25404997632,67235463168,689602560,173150789632,1495,2832,0,0,
26-11 14:42:09,1.181,0.222,98.596,0,0,25403969536,67024687104,689602560,173356949504,1509,2764,0,0,
26-11 14:42:10,2.350,0.334,97.316,0,0,25416798208,66803273728,689602560,173559775232,1245,2316,0,0,
26-11 14:42:11,1.265,0.598,97.929,0.208,0,25417494528,66591735808,689610752,173765296128,1424,4388,0,2183741440,
26-11 14:42:12,1.084,0.584,98.193,0.139,0,25417089024,67845136384,689610752,172545662976,6460,2578,0,1445707776,
26-11 14:42:13,1.278,0.347,98.374,0,0,25417019392,67631833088,689610752,172753551360,1634,3116,0,0,
26-11 14:42:14,1.209,0.306,98.486,0,0,25417388032,67417309184,689610752,172962054144,3229,2580,0,0,
26-11 14:42:15,1.209,0.222,98.569,0,0,25416785920,67202928640,689610752,173171052544,1543,2578,0,0,
26-11 14:42:16,1.417,0.292,98.292,0,0,25417506816,66988290048,689623040,173379063808,1375,2452,0,434176,
26-11 14:42:17,1.306,0.889,97.388,0.417,0,25417428992,66774208512,689623040,173587505152,2302,2556,0,3908542464,
26-11 14:42:18,1.237,0.208,98.555,0,0,25416888320,66560569344,689623040,173796007936,3362,2578,0,0,
26-11 14:42:19,1.292,0.320,98.388,0,0,25417457664,66345635840,689623040,174004629504,1238,2444,0,0,
26-11 14:42:20,1.153,0.306,98.541,0,0,25417654272,66130960384,689623040,174213025792,1245,2452,0,0,
26-11 14:42:21,1.181,0.250,98.569,0,0,25417011200,65916559360,689635328,174422253568,1760,2684,0,253952,
26-11 14:42:22,1.362,0.347,98.249,0.042,0,25417695232,65709391872,689635328,174623014912,1245,2708,0,361488384,
26-11 14:42:23,1.265,0.751,97.553,0.431,0,25417486336,65507037184,689635328,174820429824,1554,2732,0,3826122752,
26-11 14:42:24,1.250,0.222,98.528,0,0,25417584640,65304199168,689635328,175017418752,2786,2578,0,0,
26-11 14:42:25,4.871,0.668,94.461,0,0,25568878592,67734650880,689635328,172505022464,3604,2744,0,0,
26-11 14:42:26,1.292,0.195,98.513,0,0,25570922496,67519401984,689647616,172712910848,1185,4688,0,458752,
26-11 14:42:27,1.626,0.278,98.096,0,0,25570308096,67306344448,689647616,172921384960,779191,3004,0,0,
26-11 14:42:28,2.182,0.389,97.304,0.125,0,25569652736,67091382272,689647616,173130739712,339495,3076,0,1022074880,
26-11 14:42:29,1.292,0.792,97.611,0.306,0,25569591296,66875895808,689647616,173340471296,3107,2986,0,3165536256,
26-11 14:42:30,1.223,0.250,98.527,0,0,25569992704,66659790848,689647616,173550522368,1484,2988,0,0,
26-11 14:42:31,1.278,0.208,98.513,0,0,25569996800,66443771904,689659904,173760479232,2442,2380,0,221184,
26-11 14:42:32,1.334,0.250,98.416,0,0,25570168832,66228359168,689659904,173969821696,2627,2026,0,0,
26-11 14:42:33,1.237,0.250,98.513,0,0,25569636352,66012413952,689659904,174180515840,1347,2956,0,0,
26-11 14:42:34,1.167,0.417,98.319,0.097,0,25570611200,65795710976,689659904,174390566912,1185,2308,0,838844416,
26-11 14:42:35,1.264,0.264,98.472,0,0,25570197504,65579933696,689659904,174600675328,1304,2026,0,0,
26-11 14:42:36,1.194,0.319,98.486,0,0,25570074624,65363988480,689668096,174810812416,1294,2956,0,81920,
26-11 14:42:37,1.195,0.278,98.527,0,0,25569775616,65148018688,689668096,175021277184,1304,2332,0,0,
26-11 14:42:38,1.334,0.250,98.416,0,0,25570291712,64932458496,689676288,175230717952,1125,2026,0,98304,
26-11 14:42:39,1.208,0.486,98.208,0.097,0,25569968128,64716398592,689676288,175440990208,2413,3354,0,1024188416,
26-11 14:42:40,1.181,0.653,97.930,0.236,0,25570213888,64500289536,689676288,175650930688,2551,3142,0,2046730240,
26-11 14:42:41,1.250,0.278,98.472,0,0,25569951744,64284057600,689676288,175861616640,1244,2026,0,0,
26-11 14:42:42,1.223,0.250,98.527,0,0,25569898496,64068345856,689676288,176071667712,1294,3100,0,0,
26-11 14:42:43,1.223,0.250,98.527,0,0,25569722368,63852351488,689688576,176281829376,1244,2316,0,262144,
26-11 14:42:44,1.056,0.653,98.291,0,0,25572528128,67766243328,689696768,172470681600,1245,2026,0,0,
26-11 14:42:45,1.236,0.875,97.514,0.375,0,25572036608,67580022784,689696768,172652736512,1841,3500,0,3527327744,
26-11 14:42:46,1.209,0.598,97.999,0.195,0,25573654528,67353649152,689696768,172871909376,72773,2026,0,1777008640,
26-11 14:42:47,1.306,0.264,98.430,0,0,25571684352,67128745984,689696768,173092298752,37464,2668,0,0,
26-11 14:42:48,1.153,0.320,98.527,0,0,25572024320,66901880832,689709056,173313019904,1294,3092,0,655360,
26-11 14:42:49,1.195,0.236,98.569,0,0,25572315136,66674274304,689709056,173533708288,1244,2026,0,0,
26-11 14:42:50,1.334,0.306,98.361,0,0,25572028416,66447507456,689709056,173754687488,2407,2420,0,0,
26-11 14:42:51,1.195,0.306,98.500,0,0,25572134912,66220625920,689709056,173975314432,4212,2988,0,57344,
26-11 14:42:52,1.195,0.250,98.555,0,0,25571897344,65993535488,689709056,174196318208,3681,2026,0,0,
26-11 14:42:53,1.264,0.306,98.430,0,0,25571975168,65765945344,689717248,174417698816,2486,2412,0,49152,
26-11 14:42:54,1.237,0.236,98.527,0,0,25571979264,65538994176,689717248,174638538752,3818,3012,0,0,
26-11 14:42:55,1.139,0.292,98.569,0,0,25571794944,65312452608,689717248,174859124736,1304,2026,0,0,
26-11 14:42:56,1.404,0.973,97.262,0.361,0,25572847616,65090809856,689717248,175074099200,1185,2596,0,3397787648,
26-11 14:42:57,1.223,0.917,97.346,0.514,0,25572925440,64864600064,689717248,175293607936,1473,3510,0,4419067904,
26-11 14:42:58,1.139,0.333,98.528,0,0,25572196352,64639213568,689729536,175513616384,1429,2548,0,352256,
26-11 14:42:59,1.264,0.306,98.430,0,0,25572339712,64413282304,689729536,175733268480,2011,3596,0,0,
26-11 14:43:00,1.126,0.347,98.527,0,0,25573044224,64187715584,689729536,175952367616,1318,3050,0,0,
26-11 14:43:01,1.167,0.236,98.596,0,0,25572868096,63961219072,689729536,176172441600,1792,2026,0,0,
26-11 14:43:02,1.264,0.361,98.374,0,0,25572241408,63735693312,689729536,176392515584,2429,2388,0,0,
26-11 14:43:03,1.195,0.264,98.541,0,0,25572548608,63509639168,689737728,176612167680,1593,3102,0,32768,
26-11 14:43:04,1.209,0.236,98.555,0,0,25572524032,63283200000,689737728,176832360448,1125,2026,0,0,
26-11 14:43:05,3.037,0.804,96.158,0,0,25588428800,67641286656,689737728,172575965184,4114,4265,0,0,
26-11 14:43:06,2.818,0.722,96.460,0,0,25593917440,67534958592,689737728,172674080768,4138,3734,0,0,
26-11 14:43:07,2.954,0.472,96.574,0,0,25609207808,67404922880,689737728,172785590272,2566,4725,0,950272,
26-11 14:43:08,3.237,0.570,96.194,0,0,25624244224,67226681344,689750016,172944220160,1742,4713,0,524288,
26-11 14:43:09,3.737,0.583,95.679,0,0,25645109248,67038908416,689750016,173106601984,4101,5468,0,0,
26-11 14:43:10,1.888,0.611,97.501,0,0,25635643392,66877644800,689750016,173272891392,2758,4779,0,0,
26-11 14:43:11,2.215,0.817,96.968,0,0,25635983360,66754985984,689750016,173391851520,5813,4833,0,0,
26-11 14:43:12,2.259,0.707,97.034,0,0,25636601856,66650701824,689750016,173492731904,1957,4219,0,0,
26-11 14:43:13,1.945,1.125,96.624,0.306,0,25639677952,66493009920,689758208,173643485184,2499,4593,0,3204579328,
26-11 14:43:14,1.946,0.542,97.513,0,0,25642110976,66319888384,689758208,173809217536,1803,4809,0,0,
26-11 14:43:15,2.097,0.472,97.431,0,0,25643147264,66151268352,689758208,173972234240,4065,4325,0,0,
26-11 14:43:16,1.711,0.515,97.774,0,0,25642848256,65980280832,689758208,174138642432,1683,5093,0,0,
26-11 14:43:17,1.682,0.598,97.720,0,0,25643732992,65809276928,689758208,174304186368,2632,5786,0,0,
26-11 14:43:18,1.877,0.820,97.150,0.153,0,25642840064,65642029056,689770496,174467772416,1984,4219,0,1612201984,
26-11 14:43:19,1.766,1.488,96.092,0.654,0,25643573248,65472499712,689770496,174631972864,2014,4577,0,6285475840,
26-11 14:43:20,1.794,0.542,97.663,0,0,25645633536,65302548480,689770496,174795194368,2351,5211,0,0,
26-11 14:43:21,1.930,0.528,97.542,0,0,25645506560,65133858816,689770496,174959988736,4948,4219,0,0,
26-11 14:43:22,1.823,0.473,97.703,0,0,25617207296,64994553856,689770496,175122825216,3365,5672,0,0,
26-11 14:43:23,1.599,0.556,97.844,0,0,25617997824,64822362112,689778688,175289098240,2571,4389,0,647168,
26-11 14:43:24,1.877,0.459,97.664,0,0,25619021824,64654487552,689778688,175451504640,3262,4219,0,0,
26-11 14:43:25,1.600,0.501,97.899,0,0,25618386944,64486342656,689778688,175615692800,2410,4717,0,0,
26-11 14:43:26,1.834,0.570,97.597,0,0,25618706432,64317579264,689778688,175779573760,1511,3023,0,0,
26-11 14:43:27,2.068,0.527,97.405,0,0,25618649088,64148508672,689778688,175944126464,2509,6406,0,0,
26-11 14:43:28,1.867,0.460,97.673,0,0,25620107264,63978237952,689786880,176108249088,2579,4701,0,98304,
26-11 14:43:29,2.080,0.430,97.490,0,0,25620553728,63808729088,689786880,176272805888,3783,4049,0,0,
26-11 14:43:30,1.848,0.556,97.597,0,0,25620557824,63637987328,689786880,176438845440,2024,5965,0,0,
26-11 14:43:31,1.753,0.487,97.760,0,0,25623044096,63466876928,689786880,176603193344,2480,5554,0,0,
26-11 14:43:32,1.600,0.529,97.871,0,0,25621655552,63296933888,689786880,176769536000,1895,3089,0,0,
26-11 14:43:33,1.711,0.570,97.719,0,0,25622167552,63126863872,689795072,176934871040,2409,6007,0,114688,
26-11 14:43:34,1.670,0.612,97.717,0,0,25622089728,62957375488,689795072,177099382784,2027,5181,0,0,
26-11 14:43:35,1.656,0.445,97.899,0,0,25621450752,62788349952,689795072,177264443392,1907,3490,0,0,
26-11 14:43:36,2.000,0.528,97.472,0,0,25621237760,62621540352,689795072,177427165184,2582,7324,0,0,
26-11 14:43:37,1.628,0.487,97.885,0,0,25621708800,62451081216,689795072,177592573952,2590,4337,0,0,
26-11 14:43:38,1.669,0.487,97.844,0,0,25622327296,62279340032,689803264,177758908416,2055,3089,0,90112,
26-11 14:43:39,2.011,0.610,97.379,0,0,25622310912,62110195712,689803264,177923428352,2169,5959,0,0,
26-11 14:43:40,1.888,0.500,97.613,0,0,25623597056,61938507776,689803264,178089287680,2493,6314,0,0,
26-11 14:43:41,1.642,0.501,97.857,0,0,25623740416,61772181504,689803264,178250944512,1802,3089,0,0,
26-11 14:43:42,1.641,0.626,97.733,0,0,25624424448,61601144832,689803264,178416525312,2012,5759,0,0,
26-11 14:43:43,1.656,0.459,97.885,0,0,25624489984,61430747136,689811456,178582323200,1742,3089,0,122880,
26-11 14:43:44,2.053,0.499,97.448,0,0,25624588288,61262516224,689811456,178746003456,1683,3955,0,0,
26-11 14:43:45,1.752,0.668,97.497,0.083,0,25623912448,61092859904,689811456,178911838208,3189,7294,0,811622400,
26-11 14:43:46,1.643,0.432,97.925,0,0,25623638016,60924887040,689811456,179075440640,1623,3089,0,0,
26-11 14:43:47,1.628,0.487,97.885,0,0,25624076288,60753907712,689811456,179241353216,1802,4293,0,0,
26-11 14:43:48,3.207,0.527,96.266,0,0,25623363584,60584603648,689819648,179406704640,1229898,5627,0,163840,
26-11 14:43:49,2.124,0.500,97.377,0,0,25623486464,60415594496,689819648,179570831360,3080,3089,0,0,
26-11 14:43:50,1.697,0.501,97.802,0,0,25623932928,60243365888,689819648,179737907200,2307,6060,0,0,
26-11 14:43:51,1.930,0.805,97.084,0.181,0,25623924736,60075397120,689819648,179901562880,2544,5885,0,1623515136,
26-11 14:43:52,1.559,0.459,97.981,0,0,25623773184,59904258048,689819648,180067831808,1683,3521,0,0,
26-11 14:43:53,1.628,0.487,97.885,0,0,25624498176,59733196800,689827840,180234010624,1862,4035,0,253952,
26-11 14:43:54,1.740,0.529,97.730,0,0,25623711744,59566628864,689827840,180396670976,5944,6454,0,0,
26-11 14:43:55,1.901,0.416,97.682,0,0,25623875584,59395121152,689827840,180563369984,3026,3089,0,0,
26-11 14:43:56,2.012,0.819,96.948,0.222,0,25623240704,59226193920,689827840,180728213504,1869,5817,0,1894457344,
26-11 14:43:57,1.698,0.529,97.773,0,0,25623588864,59054809088,689827840,180894658560,2467,6381,0,0,
26-11 14:43:58,1.738,0.542,97.720,0,0,25622573056,58887192576,689840128,181058543616,1623,3089,0,303104,
26-11 14:43:59,1.791,0.583,97.625,0,0,25622679552,58717663232,689840128,181223297024,3107,7080,0,0,
26-11 14:44:00,1.611,0.722,97.667,0,0,25623982080,58546442240,689840128,181388922880,1982,6109,0,0,
26-11 14:44:01,1.959,0.736,97.124,0.181,0,25622618112,58379063296,689840128,181553025024,1862,3089,0,1533059072,
26-11 14:44:02,1.669,0.584,97.705,0.042,0,25622364160,58209091584,689840128,181718548480,1803,4781,0,360726528,
26-11 14:44:03,1.971,0.458,97.571,0,0,25622040576,58040938496,689848320,181882748928,2695,5282,0,237568,
26-11 14:44:04,1.710,0.556,97.734,0,0,25622056960,57871151104,689848320,182047899648,1743,4861,0,0,
26-11 14:44:05,1.683,0.515,97.802,0,0,25621389312,57700544512,689848320,182214266880,2395,4602,0,0,
26-11 14:44:06,1.848,0.459,97.693,0,0,25621590016,57531764736,689848320,182378254336,1892,4219,0,0,
26-11 14:44:07,1.753,0.793,97.259,0.195,0,25622654976,57364692992,689848320,182539952128,1802,4421,0,1623252992,
26-11 14:44:08,2.245,0.776,96.979,0,0,25621241856,57262653440,689856512,182640218112,1683,4491,0,188416,
26-11 14:44:09,2.174,0.900,96.926,0,0,25621721088,57158291456,689860608,182741684224,2107,4511,0,0,
26-11 14:44:10,2.302,0.804,96.894,0,0,25621364736,57056337920,689860608,182841094144,1683,4643,0,0,
26-11 14:44:11,2.268,0.802,96.930,0,0,25621532672,56951529472,689860608,182942724096,1304,3164,0,0,
26-11 14:44:12,2.327,0.970,96.510,0.194,0,25621196800,56849379328,689860608,183042441216,7524,4219,0,1893785600,
26-11 14:44:13,2.326,0.914,96.760,0,0,25620209664,56747929600,689868800,183141945344,5400,4589,0,245760,
26-11 14:44:14,2.586,0.830,96.585,0,0,25621155840,56643805184,689868800,183242735616,2795,4577,0,0,
26-11 14:44:15,2.286,0.748,96.966,0,0,25622077440,56539688960,689868800,183343116288,3815,3156,0,0,
26-11 14:44:16,2.367,0.927,96.706,0,0,25613103104,56446353408,689868800,183442468864,1683,4227,0,0,
26-11 14:44:17,2.396,0.831,96.704,0.069,0,25613496320,56342880256,689868800,183542870016,1928,4647,0,708591616,
26-11 14:44:18,2.258,0.873,96.759,0.111,0,25612918784,56239243264,689876992,183644123136,3162,4219,0,914833408,
26-11 14:44:19,2.041,0.736,97.223,0,0,25613398016,56099639296,689881088,183779540992,4808,4583,0,0,
26-11 14:44:20,1.572,0.570,97.858,0,0,25613492224,55927906304,689881088,183946424320,3985,3089,0,0,
26-11 14:44:21,1.738,0.514,97.748,0,0,25613971456,55755001856,689881088,184113995776,4883,5883,0,0,
26-11 14:44:22,1.878,0.598,97.524,0,0,25613492224,55587274752,689881088,184277610496,3130,4379,0,0,
26-11 14:44:23,1.805,0.805,97.167,0.222,0,25614225408,55417692160,689889280,184442241024,2142,3089,0,1894211584,
26-11 14:44:24,1.754,0.557,97.689,0,0,25614225408,55251025920,689889280,184604147712,2576,6858,0,0,
26-11 14:44:25,1.724,0.626,97.650,0,0,25615458304,55078965248,689889280,184770457600,4042,5191,0,0,
26-11 14:44:26,1.861,0.472,97.667,0,0,25614635008,54908436480,689893376,184936800256,3225,3089,0,0,
26-11 14:44:27,1.820,0.514,97.666,0,0,25614860288,54741041152,689893376,185099501568,2077,5527,0,0,
26-11 14:44:28,1.989,0.695,97.121,0.195,0,25615257600,54571204608,689905664,185264709632,88363,6402,0,1624080384,
26-11 14:44:29,3.195,0.528,96.277,0,0,25616408576,54400585728,689905664,185429286912,1538205,4049,0,0,
26-11 14:44:30,2.026,0.555,97.419,0,0,25614323712,54230716416,689905664,185596493824,3708,6083,0,0,
26-11 14:44:31,3.137,0.541,96.322,0,0,25617453056,54059622400,689905664,185760108544,1862,5091,0,0,
26-11 14:44:32,2.163,0.430,97.407,0,0,25615990784,53892706304,689905664,185923604480,3279,3089,0,0,
26-11 14:44:33,1.669,0.528,97.803,0,0,25616236544,53720231936,689922048,186091356160,4689,7444,0,311296,
26-11 14:44:34,1.726,0.863,97.189,0.223,0,25617629184,53550661632,689922048,186254786560,1867,4353,0,1893785600,
26-11 14:44:35,1.888,0.403,97.709,0,0,25616244736,53381029888,689922048,186421174272,2629,3424,0,0,
26-11 14:44:36,1.709,0.528,97.763,0,0,25616224256,53211127808,689922048,186586583040,2456,5879,0,0,
26-11 14:44:37,1.794,0.556,97.649,0,0,25616146432,53041831936,689922048,186751381504,2572,5484,0,0,
26-11 14:44:38,1.860,0.500,97.641,0,0,25615302656,52872175616,689930240,186917109760,1749,3089,0,204800,
26-11 14:44:39,1.835,0.737,97.234,0.195,0,25614921728,52704952320,689934336,187080192000,2143,6087,0,1623252992,
26-11 14:44:40,1.656,0.445,97.898,0,0,25615376384,52533993472,689934336,187246395392,2497,3089,0,0,
26-11 14:44:41,1.835,0.486,97.679,0,0,25614790656,52363350016,689934336,187412525056,3168,4479,0,0,
26-11 14:44:42,1.810,0.585,97.605,0,0,25614876672,52193787904,689934336,187577458688,3396,8811,0,0,
26-11 14:44:43,2.193,0.583,97.224,0,0,25625825280,52012662784,689967104,187743215616,8709,5735,0,1048576,
26-11 14:44:44,2.069,0.667,97.125,0.139,0,25625452544,51845210112,689971200,187906363392,1683,4569,0,1082187776,
26-11 14:44:45,1.641,0.542,97.816,0,0,25626267648,51672305664,689987584,188073721856,2571,5681,0,483328,
26-11 14:44:46,1.751,0.445,97.804,0,0,25626959872,51500830720,689991680,188239904768,2121,4584,0,0,
26-11 14:44:47,1.893,0.529,97.579,0,0,25626947584,51333189632,689991680,188403064832,108264,4475,0,0,
26-11 14:44:48,1.628,0.543,97.830,0,0,25626157056,51162513408,689991680,188569796608,3430,5795,0,0,
26-11 14:44:49,1.876,0.445,97.680,0,0,25627422720,50994397184,689991680,188732215296,1742,3089,0,0,
26-11 14:44:50,1.960,0.667,97.247,0.125,0,25627062272,50823614464,689999872,188898484224,1941,5433,0,1082384384,
26-11 14:44:51,1.847,0.500,97.652,0,0,25626775552,50653229056,689999872,189064851456,5058,7058,0,0,
26-11 14:44:52,1.713,0.543,97.744,0,0,25624043520,50487685120,690003968,189228335104,1683,3089,0,0,
26-11 14:44:53,1.670,0.501,97.829,0,0,25624539136,50317066240,690003968,189393580032,1802,4433,0,0,
26-11 14:44:54,2.067,0.499,97.433,0,0,25624121344,50148085760,690003968,189558538240,3080,5589,0,0,
26-11 14:44:55,1.710,0.806,97.276,0.209,0,25625055232,49977839616,690012160,189723308032,3640,4152,0,1894227968,
26-11 14:44:56,2.000,0.472,97.528,0,0,25625661440,49807089664,690012160,189888983040,1929,5801,0,0,
26-11 14:44:57,1.684,0.543,97.774,0,0,25625133056,49638047744,690012160,190053748736,1951,4219,0,0,
26-11 14:44:58,1.587,0.445,97.968,0,0,25625169920,49466241024,690012160,190221099008,1743,4849,0,0,
26-11 14:44:59,1.739,0.612,97.648,0,0,25624727552,49298644992,690016256,190384427008,2537,5331,0,0,
26-11 14:45:00,1.738,0.570,97.622,0.070,0,25625231360,49128837120,690024448,190548803584,1902,4670,0,700162048,
26-11 14:45:01,1.614,0.654,97.621,0.111,0,25625542656,48958754816,690024448,190714384384,1772,4502,0,923574272,
26-11 14:45:02,1.972,0.542,97.486,0,0,25624264704,48791535616,690024448,190878253056,3415,4187,0,0,
26-11 14:45:03,1.792,0.459,97.749,0,0,25623773184,48619737088,690024448,191045505024,2077,4325,0,0,
26-11 14:45:04,1.698,0.543,97.759,0,0,25625157632,48453169152,690024448,191206400000,2181,6452,0,0,
26-11 14:45:05,1.752,0.528,97.720,0,0,25625374720,48281796608,690040832,191372910592,3759,5342,0,221184,
26-11 14:45:06,1.820,0.750,97.222,0.208,0,25625395200,48110723072,690040832,191539003392,3088,4219,0,1894588416,
26-11 14:45:07,1.725,0.501,97.774,0,0,25625235456,47943647232,690040832,191702016000,3078,4585,0,0,
26-11 14:45:08,1.656,0.557,97.788,0,0,25625268224,47772418048,690040832,191868514304,1749,4229,0,0,
26-11 14:45:09,1.769,0.529,97.702,0,0,25625096192,47606599680,690040832,192030076928,2671,5468,0,0,
26-11 14:45:10,1.780,0.459,97.761,0,0,25625993216,47436382208,690049024,192194711552,1737,4317,0,237568,
26-11 14:45:11,1.753,0.723,97.315,0.209,0,25625714688,47266570240,690049024,192360267776,2045,4645,0,1623244800,
26-11 14:45:12,1.684,0.515,97.801,0,0,25625313280,47097323520,690053120,192525123584,1958,4219,0,0,
26-11 14:45:13,1.986,0.528,97.487,0,0,25621524480,46930731008,690053120,192690839552,2150,4917,0,0,
26-11 14:45:14,0.153,1.445,98.402,0,0,25623752704,55014264832,690053120,184822517760,1683,5291,0,0,
26-11 14:45:15,0.083,1.418,98.499,0,0,25624903680,63165067264,690065408,176891310080,2159,3600,0,1392640,
26-11 14:45:16,0.723,1.043,98.234,0,0,25626873856,68297560064,690085888,171896668160,11940,24295,0,3858432,
26-11 14:45:17,0.111,0.487,99.248,0.153,0,24908083200,69017239552,690102272,171896639488,1293,2824,0,1893851136,
26-11 14:45:18,0.097,0.097,99.805,0,0,24906862592,69018415104,690102272,171896643584,3046,10155,0,0,
26-11 14:45:19,0.042,0.042,99.917,0,0,24906981376,69018312704,690102272,171896643584,351,1569,0,0,
26-11 14:45:20,0.069,0.028,99.903,0,0,24906981376,69018312704,690102272,171896643584,172,1283,0,0,
26-11 14:45:21,0,0.056,99.944,0,0,24906915840,69018361856,690114560,171896631296,867,2367,0,524288,
26-11 14:45:22,0.028,0.389,99.444,0.139,0,24906907648,69018386432,690135040,171896610816,352,1585,0,1623277568,
26-11 14:45:23,0.139,0.153,99.708,0,0,24357355520,69568995328,690135040,171896594432,2127,1845,0,0,
26-11 14:45:24,0.028,0.083,99.889,0,0,24358723584,69570293760,690135040,171894235136,1183,2034,0,0,
26-11 14:45:25,0.014,0.069,99.917,0,0,24358633472,69570318336,690135040,171894235136,1088,1194,0,0,
26-11 14:45:26,0.014,0.014,99.972,0,0,24358633472,69570318336,690135040,171894235136,232,712,0,0,
26-11 14:45:27,0.014,0.292,99.528,0.167,0,24358682624,69570334720,690147328,171894222848,460,1602,0,1403543552,
26-11 14:45:28,0.028,0.139,99.778,0.056,0,24358625280,69570318336,690147328,171894235136,292,1066,0,492060672,
26-11 14:45:29,0.014,0.014,99.972,0,0,24358625280,69570318336,690147328,171894235136,1187,1600,0,0,
26-11 14:45:30,0.028,0.056,99.917,0,0,24358649856,69570342912,690147328,171894235136,1647,1514,0,0,
26-11 14:45:31,0.028,0.056,99.917,0,0,24358641664,69570301952,690147328,171894235136,351,994,0,0,
