"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 0.01_20g.csv 1",,,,"Date:","26 Nov 2025 14:56:59 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ"
27-11 20:02:20,16.720,1.378,81.832,0.070,0,27210899456,102345601024,767954944,137345097728,4093,9519,0,838934528,
27-11 20:02:21,15.579,1.548,82.873,0,0,27527057408,101940269056,767954944,137431777280,21779,14005,0,0,
27-11 20:02:22,12.703,1.433,85.863,0,0,27148951552,102350659584,767954944,137400401920,23545,15109,0,0,
27-11 20:02:23,19.098,1.707,79.195,0,0,27028664320,102207979520,767954944,137657651200,60904895,165446,0,65536,
27-11 20:02:24,9.683,2.542,87.733,0.042,0,27215515648,101954699264,767959040,137722806272,121886495,308896,0,559276032,
27-11 20:02:25,13.271,2.242,84.473,0.014,0,27505717248,101439131648,767967232,137941168128,118593738,254264,0,837525504,
27-11 20:02:26,12.597,1.462,85.941,0,0,27694415872,101094383616,767967232,138092584960,122960003,301288,0,0,
27-11 20:02:27,16.312,1.670,82.018,0,0,27421630464,101263466496,767967232,138193780736,118125326,303955,0,279240704,
27-11 20:02:28,5.432,1.240,93.329,0,0,26870308864,101654102016,767971328,138352021504,116998421,291669,0,279240704,
27-11 20:02:29,7.143,0.961,91.896,0,0,27008532480,101294350336,767975424,138567495680,119759093,278821,0,786432,
27-11 20:02:30,20.858,1.644,77.498,0,0,27517386752,100567461888,767991808,138778619904,119804932,276945,0,0,
27-11 20:02:31,17.660,2.293,80.047,0,0,27827752960,99947995136,767991808,139078656000,123225120,258406,0,0,
27-11 20:02:32,20.916,2.262,76.794,0.028,0,27702378496,99772395520,767991808,139371360256,120729270,282232,0,279240704,
27-11 20:02:33,9.560,1.784,88.657,0,0,27195330560,100070973440,767995904,139575664640,120079961,299753,0,279240704,
27-11 20:02:34,10.899,1.376,87.724,0,0,27329851392,99610849280,767995904,139892191232,121756749,325256,0,819200,
27-11 20:02:35,18.549,1.657,79.794,0,0,27728289792,98804973568,767995904,140289519616,118483555,278191,0,0,
27-11 20:02:36,16.484,1.651,81.865,0,0,28000096256,98232610816,767995904,140582031360,118496361,280928,0,0,
27-11 20:02:37,8.348,1.851,89.773,0.028,0,27441905664,98338291712,767995904,141023260672,122932082,325283,0,279240704,
27-11 20:02:38,5.369,1.669,92.934,0.028,0,26886815744,98722324480,767995904,141189378048,116576645,323417,0,279240704,
27-11 20:02:39,14.506,1.893,83.600,0,0,26672070656,98695491584,768004096,141423616000,120149157,301411,0,279896064,
27-11 20:02:40,12.771,1.266,85.963,0,0,26953371648,98077175808,768004096,141751570432,120460752,287203,0,0,
27-11 20:02:41,11.761,1.489,86.750,0,0,27166928896,97623670784,768008192,141983956992,120117242,303310,0,0,
27-11 20:02:42,11.302,1.616,87.068,0.014,0,26783825920,99204759552,768012288,140816859136,120360166,340842,0,279240704,
27-11 20:02:43,15.440,1.157,83.403,0,0,27178070016,98488291328,768012288,141130801152,123036643,337585,0,0,
27-11 20:02:44,14.085,1.278,84.637,0,0,27442212864,97907695616,768016384,141438824448,120806139,347057,0,638976,
27-11 20:02:45,7.286,0.999,91.715,0,0,27447783424,97529274368,768016384,141801873408,122321983,353545,0,0,
27-11 20:02:46,15.735,1.696,82.569,0,0,27809820672,96792338432,768028672,142165798912,119062303,339161,0,2482176,
27-11 20:02:47,10.280,1.783,87.909,0.028,0,27402608640,97003642880,768032768,142355361792,119104328,340311,0,279240704,
27-11 20:02:48,7.192,1.377,91.404,0.028,0,26875887616,97149480960,768032768,142728511488,123139998,348563,0,279240704,
27-11 20:02:49,9.323,1.031,89.646,0,0,26756661248,97091977216,768040960,142899752960,118965024,340818,0,786432,
27-11 20:02:50,13.431,1.431,85.125,0.014,0,26840551424,96691167232,768040960,143207141376,120036615,341197,0,279240704,
27-11 20:02:51,12.132,0.820,87.048,0,0,27093549056,96194387968,768040960,143445024768,120104664,345050,0,475136,
27-11 20:02:52,9.109,1.113,89.779,0,0,27232882688,95661203456,768045056,143827746816,120201351,340037,0,0,
27-11 20:02:53,12.809,1.900,85.277,0.014,0,26969686016,95707533312,768049152,144037470208,120056640,333906,0,279240704,
27-11 20:02:54,15.936,1.387,82.677,0,0,27310206976,96533254144,768065536,142900097024,123010844,346057,0,901120,
27-11 20:02:55,14.796,1.293,83.910,0,0,27526627328,95875026944,768065536,143330889728,122089628,358708,0,0,
27-11 20:02:56,14.474,1.724,83.593,0.209,0,27216719872,95931596800,768077824,143578017792,120270248,347205,0,1955217408,
27-11 20:02:57,13.110,0.860,86.029,0,0,27444682752,95373971456,768077824,143899213824,119481577,340003,0,0,
27-11 20:02:58,12.702,1.167,86.131,0,0,27672469504,94651432960,768077824,144380862464,118696052,339519,0,0,
27-11 20:02:59,6.401,1.294,92.277,0.028,0,27113652224,94883102720,768086016,144700194816,119122751,342156,0,279904256,
27-11 20:03:00,8.087,1.765,90.135,0.014,0,26683187200,94952562688,768086016,145050435584,122968988,352200,0,279240704,
27-11 20:03:01,10.822,1.894,86.992,0.292,0,26414997504,95040782336,768114688,145224486912,118785979,337532,0,2191441920,
27-11 20:03:02,13.519,1.349,84.993,0.139,0,26755665920,94412136448,768122880,145503899648,119119627,344636,0,1438580736,
27-11 20:03:03,11.837,1.082,87.080,0,0,26957090816,95379435520,768122880,144365727744,118919517,339353,0,0,
27-11 20:03:04,19.482,1.322,79.196,0,0,27441307648,94590586880,768135168,144663093248,120207511,344468,0,999424,
27-11 20:03:05,17.072,1.335,81.593,0,0,27803619328,93873553408,768143360,145007980544,123073946,331223,0,0,
27-11 20:03:06,15.295,1.877,82.828,0,0,28064165888,93111054336,768155648,145495977984,120171686,330989,0,0,
27-11 20:03:07,13.378,1.634,84.932,0.056,0,27728691200,93109366784,768159744,145824501760,122357845,359020,0,558530560,
27-11 20:03:08,13.102,1.957,84.927,0.014,0,27346784256,93171601408,768184320,146134441984,119225776,339271,0,279240704,
27-11 20:03:09,15.625,1.736,82.625,0.014,0,27189202944,93082488832,768200704,146373500928,118422898,339943,0,280002560,
27-11 20:03:10,17.089,1.171,81.740,0,0,27586969600,92285792256,768200704,146761736192,118886432,338871,0,0,
27-11 20:03:11,14.843,1.555,83.602,0,0,27897004032,91461332992,768204800,147262402560,122825056,344925,0,0,
27-11 20:03:12,22.867,2.769,73.972,0.392,0,27993919488,91016290304,768335872,147600494592,119808318,330686,0,3629645824,
27-11 20:03:13,12.314,2.212,85.474,0,0,27568918528,92724137984,768364544,146351239168,120070805,332101,0,279240704,
27-11 20:03:14,11.805,1.224,86.972,0,0,27725766656,92113367040,768372736,146793414656,120297555,332929,0,1015808,
27-11 20:03:15,14.854,1.689,83.443,0.014,0,27444060160,92185919488,768372736,146998456320,120122600,340300,0,279240704,
27-11 20:03:16,7.360,1.042,91.598,0,0,27450712064,91753787392,768372736,147412193280,122113364,346183,0,0,
27-11 20:03:17,11.100,1.488,87.397,0.014,0,27103784960,91678056448,768372736,147823935488,122873227,352673,0,279240704,
27-11 20:03:18,7.765,1.514,90.679,0.042,0,26669768704,91897729024,768372736,148030488576,118551594,340778,0,838778880,
27-11 20:03:19,11.825,1.226,86.950,0,0,26970345472,91161456640,768385024,148454895616,118283657,334956,0,778240,
27-11 20:03:20,11.644,1.292,87.050,0.014,0,26613301248,91310338048,768385024,148657893376,119184560,343790,0,279240704,
27-11 20:03:21,10.340,0.918,88.742,0,0,26787332096,90819944448,768385024,148965945344,118845069,343891,0,0,
27-11 20:03:22,14.371,1.306,84.322,0,0,27175829504,91528261632,768385024,147898482688,123125524,352522,0,0,
27-11 20:03:23,16.774,1.479,81.663,0.084,0,27566714880,90711379968,768393216,148312920064,122319211,357742,0,839057408,
27-11 20:03:24,14.220,1.589,84.191,0,0,27896827904,90034122752,768425984,148649926656,119412155,339207,0,811008,
27-11 20:03:25,18.896,1.895,79.181,0.028,0,27750068224,89682857984,768425984,149135552512,119097312,339229,0,279240704,
27-11 20:03:26,11.942,1.535,86.523,0,0,27343216640,89863176192,768442368,149356318720,122323185,355574,0,279240704,
27-11 20:03:27,16.817,1.252,81.931,0,0,27753463808,88961912832,768446464,149834473472,119476522,341903,0,0,
27-11 20:03:28,13.873,2.113,83.653,0.361,0,27445186560,88942333952,768450560,150154285056,122943351,355577,0,3012116480,
27-11 20:03:29,6.296,0.917,92.787,0,0,27444293632,88515936256,768450560,150569455616,121382024,352659,0,59957248,
27-11 20:03:30,9.752,1.956,88.279,0.014,0,27091259392,89868984320,768450560,149596803072,118958470,343053,0,279240704,
27-11 20:03:31,7.366,1.434,91.200,0,0,26662260736,90102972416,768450560,149786841088,118778249,337837,0,279240704,
27-11 20:03:32,10.764,1.436,87.800,0,0,26398093312,90133094400,768454656,150013980672,122402050,350205,0,279240704,
27-11 20:03:33,9.894,0.850,89.256,0,0,26598055936,89640476672,768454656,150298849280,122605248,354601,0,0,
27-11 20:03:34,10.031,1.630,87.991,0.348,0,26770919424,89157111808,768487424,150600155136,123043375,355385,0,3630538752,
27-11 20:03:35,14.288,1.185,84.527,0,0,27169857536,88399659008,768487424,150949019648,122011652,354605,0,0,
27-11 20:03:36,21.060,1.356,77.584,0,0,27805528064,87340625920,768495616,151360892928,122444494,356754,0,0,
27-11 20:03:37,12.715,1.095,86.190,0,0,28003454976,86817173504,768495616,151676620800,97328090,289669,0,0,
27-11 20:03:38,7.853,1.353,90.766,0.028,0,27438178304,86878580736,768495616,152168296448,107103816,311499,0,279240704,
27-11 20:03:39,13.595,1.597,84.724,0.083,0,27209961472,88345739264,768512000,150961401856,37657104,114593,0,559480832,
27-11 20:03:40,12.544,1.406,86.050,0,0,27494617088,87818047488,768516096,151197577216,122263487,333626,0,0,
27-11 20:03:41,19.413,2.018,78.569,0,0,27468931072,87478730752,768581632,151553064960,123056267,348554,0,279240704,
27-11 20:03:42,17.406,1.809,80.771,0.014,0,27845722112,86916464640,768610304,151731789824,122414610,311563,0,279175168,
27-11 20:03:43,16.328,1.532,82.140,0,0,27610472448,86829260800,768626688,152044634112,119548016,319725,0,65536,
27-11 20:03:44,20.786,1.519,77.668,0.028,0,28051435520,86043684864,768638976,152379645952,122276139,335731,0,390889472,
27-11 20:03:45,16.928,1.987,80.806,0.278,0,28330147840,85275971584,768667648,152856047616,118819507,322734,0,2960490496,
27-11 20:03:46,15.909,1.836,82.242,0.014,0,28000411648,85244424192,768679936,153207791616,122619301,356847,0,279240704,
27-11 20:03:47,15.578,1.979,82.444,0,0,27755540480,85116608512,768696320,153570906112,123110871,347858,0,279240704,
27-11 20:03:48,9.743,1.668,88.589,0,0,27322064896,85365563392,768712704,153749602304,9994338,30690,0,279240704,
27-11 20:03:49,12.456,1.506,86.023,0.014,0,27288010752,85180223488,768712704,153963134976,19160,11360,0,279986176,
27-11 20:03:50,12.905,1.460,85.454,0.181,0,27285229568,86526005248,768733184,152654639104,2772,4073,0,2234802176,
27-11 20:03:51,20.600,1.756,77.630,0.014,0,27256614912,86292738048,768745472,152910393344,35414744,111425,0,279240704,
27-11 20:03:52,20.525,1.242,78.234,0,0,27819376640,85430267904,768757760,153201684480,110570550,317761,0,0,
27-11 20:03:53,20.408,1.186,78.406,0,0,28284776448,84756856832,768761856,153402683392,17880,6329,0,0,
27-11 20:03:54,10.024,1.899,88.063,0.014,0,27755188224,84997246976,768770048,153684582400,34670558,88751,0,280289280,
27-11 20:03:55,17.618,1.459,80.909,0.014,0,28085907456,84213002240,768782336,154125475840,111297825,296188,0,339697664,
27-11 20:03:56,17.447,2.153,79.969,0.431,0,27942494208,84072333312,768811008,154401628160,3987,5787,0,4129062912,
27-11 20:03:57,13.999,1.421,84.566,0.014,0,27647922176,84119285760,768819200,154642526208,17985,12466,0,279240704,
27-11 20:03:58,9.751,1.170,89.079,0,0,27195707392,84330426368,768839680,154877583360,4509,10354,0,279240704,
27-11 20:03:59,12.143,1.213,86.616,0.028,0,26913763328,84450238464,768839680,155035090944,3676,6259,0,280322048,
27-11 20:04:00,14.570,1.252,84.178,0,0,27265204224,85343502336,768847872,153822982144,16875,7323,0,0,
27-11 20:04:01,16.427,1.872,81.450,0.251,0,27608068096,84734656512,768864256,154082185216,16980,5946,0,2642280448,
27-11 20:04:02,20.056,2.103,77.688,0.153,0,27490340864,84763631616,768876544,154169253888,33109615,99486,0,2104057856,
27-11 20:04:03,15.890,1.183,82.928,0,0,27766034432,84161892352,768876544,154486521856,122362064,352736,0,0,
27-11 20:04:04,9.939,1.183,88.878,0,0,27788857344,83666690048,768884736,154946719744,123130593,348938,0,1163264,
27-11 20:04:05,13.852,1.567,84.554,0.028,0,27444076544,83788906496,768884736,155163586560,13342158,48074,0,279240704,
27-11 20:04:06,14.543,1.360,84.097,0,0,27767390208,83272667136,768888832,155350024192,4895,9355,0,0,
27-11 20:04:07,14.381,1.812,83.682,0.125,0,27489529856,83318743040,768917504,155573948416,4256,5319,0,1675395072,
27-11 20:04:08,17.455,1.941,80.591,0.014,0,27398303744,83242147840,768946176,155737493504,31486864,100555,0,279240704,
27-11 20:04:09,14.421,1.395,84.170,0.014,0,27146854400,83203444736,768946176,156020346880,122527726,359310,0,280100864,
27-11 20:04:10,11.425,1.226,87.348,0,0,27303989248,84126543872,768950272,154967359488,123045625,350729,0,0,
27-11 20:04:11,19.573,1.415,79.012,0,0,27830800384,83205668864,768958464,155351912448,122514756,352017,0,0,
27-11 20:04:12,19.370,1.861,78.673,0.097,0,28267978752,82275028992,768966656,155832676352,121510104,312595,0,960258048,
27-11 20:04:13,11.150,2.116,86.289,0.445,0,27766501376,82528587776,769003520,156074459136,62807651,185703,0,4623753216,
27-11 20:04:14,17.074,1.973,80.953,0,0,27518709760,82516934656,769015808,156326318080,29917339,86715,0,280330240,
27-11 20:04:15,15.361,1.742,82.897,0,0,27292028928,82515959808,769015808,156548317184,116039098,321312,0,279240704,
27-11 20:04:16,12.783,1.098,86.119,0,0,27510812672,81984630784,769024000,156853030912,19480,8883,0,0,
27-11 20:04:17,14.805,1.913,83.255,0.028,0,27259146240,82016083968,769048576,157065887744,4746,6929,0,279240704,
27-11 20:04:18,14.717,1.640,83.407,0.236,0,27040739328,82033487872,769048576,157261262848,28802342,92078,0,1811881984,
27-11 20:04:19,15.334,0.862,83.804,0,0,27410599936,81361666048,769056768,157554577408,117173129,340394,0,143532032,
27-11 20:04:20,6.919,1.014,92.067,0,0,27408072704,82394087424,769056768,156552101888,2680,4953,0,0,
27-11 20:04:21,5.908,1.215,92.849,0.028,0,26628640768,82965270528,769056768,156754411520,28309140,89442,0,420519936,
27-11 20:04:22,5.462,0.931,93.607,0,0,26622201856,82549993472,769056768,157165981696,117731693,335104,0,65536,
27-11 20:04:23,2.756,0.919,96.312,0.014,0,26081001472,83014504448,769056768,157240717312,73744421,214258,0,279240704,
27-11 20:04:24,1.237,0.848,97.567,0.348,0,26080526336,82799927296,769060864,157449564160,2347,2220,0,3631570944,
27-11 20:04:25,1.236,0.278,98.486,0,0,26080608256,82584797184,769060864,157658836992,1808,3595,0,0,
27-11 20:04:26,1.278,0.320,98.402,0,0,26081112064,82369093632,769060864,157868240896,1529,2730,0,0,
27-11 20:04:27,1.403,0.333,98.263,0,0,26080686080,83613040640,769069056,156657598464,4089803,2025,0,614400,
27-11 20:04:28,2.248,0.347,97.405,0,0,26081193984,83400232960,769069056,156864491520,3456868,3179,0,0,
27-11 20:04:29,1.250,0.611,97.944,0.194,0,26081980416,83186814976,769069056,157071867904,2169,2733,0,1649696768,
27-11 20:04:30,1.292,0.181,98.513,0.014,0,26081755136,82973208576,769069056,157279588352,1544,2025,0,27779072,
27-11 20:04:31,1.209,0.278,98.513,0,0,26081120256,82760351744,769069056,157487157248,1568,3139,0,0,
27-11 20:04:32,1.292,0.264,98.444,0,0,26082492416,82545803264,769069056,157694574592,1238,2025,0,262144,
27-11 20:04:33,1.222,0.250,98.528,0,0,26081497088,82333728768,769069056,157901893632,2247,2719,0,0,
27-11 20:04:34,1.001,0.472,98.527,0,0,26081050624,83578130432,769069056,156691263488,2061,3045,0,0,
27-11 20:04:35,1.210,0.709,97.775,0.306,0,26080825344,83362668544,769114112,156901326848,1185,2025,0,2792071168,
27-11 20:04:36,1.223,0.320,98.458,0,0,26080866304,83146354688,769114112,157111689216,2702,2583,0,0,
27-11 20:04:37,1.209,0.306,98.485,0,0,26080763904,82930790400,769118208,157321596928,2092,3237,0,524288,
27-11 20:04:38,1.236,0.306,98.458,0,0,26080608256,82714202112,769118208,157532467200,1640,2217,0,0,
27-11 20:04:39,1.278,0.250,98.472,0,0,26080870400,82498232320,769118208,157742178304,1305,2549,0,0,
27-11 20:04:40,1.306,0.556,97.957,0.181,0,26080497664,82282246144,769142784,157952667648,1924,2907,0,1658871808,
27-11 20:04:41,1.278,0.764,97.597,0.361,0,26080747520,82066034688,769167360,158162771968,2587,2025,0,3087572992,
27-11 20:04:42,4.734,0.334,94.932,0,0,26231164928,81726726144,769175552,158346801152,1424,2557,0,524288,
27-11 20:04:43,1.223,0.264,98.513,0,0,26230710272,81513209856,769175552,158554578944,1750,4865,0,0,
27-11 20:04:44,1.362,0.167,98.471,0,0,26231418880,81305280512,769175552,158756630528,1304,2163,0,0,
27-11 20:04:45,1.223,0.306,98.472,0,0,26230824960,81106673664,769175552,158950285312,1865,3179,0,0,
27-11 20:04:46,1.194,0.583,98.069,0.153,0,26231402496,80911421440,769175552,159139663872,1627,3101,0,1396097024,
27-11 20:04:47,0.931,0.500,98.569,0,0,26231504896,83472068608,769187840,156647387136,1214,2025,0,614400,
27-11 20:04:48,1.320,0.306,98.374,0,0,26230628352,83258519552,769187840,156855980032,1740,2555,0,0,
27-11 20:04:49,1.181,0.306,98.513,0,0,26230841344,83042832384,769187840,157066416128,1701,3077,0,0,
27-11 20:04:50,1.167,0.292,98.541,0,0,26230525952,82826678272,769187840,157276925952,3684,2025,0,0,
27-11 20:04:51,1.279,0.292,98.429,0,0,26230157312,82610479104,769187840,157487300608,5585,2403,0,0,
27-11 20:04:52,1.264,0.875,97.416,0.445,0,26230059008,82394509312,769245184,157697482752,2953,2577,0,4188209152,
27-11 20:04:53,1.140,0.320,98.541,0,0,26230861824,82178461696,769245184,157907066880,1483,2667,0,0,
27-11 20:04:54,1.251,0.375,98.374,0,0,26230702080,81962377216,769245184,158117482496,1424,2583,0,0,
27-11 20:04:55,1.724,0.236,98.039,0,0,26230243328,81746763776,769245184,158327578624,3685521,2577,0,0,
27-11 20:04:56,2.525,0.333,97.142,0,0,26230444032,81530114048,769245184,158538059776,3250002,3292,0,0,
27-11 20:04:57,1.736,0.778,97.222,0.264,0,26224553984,81321877504,769253376,158746411008,4439,3133,0,2202337280,
27-11 20:04:58,1.139,0.417,98.361,0.083,0,26225016832,81105522688,769253376,158956523520,1591,2769,0,869392384,
27-11 20:04:59,1.209,0.306,98.486,0,0,26225225728,80889278464,769253376,159166541824,2229,2789,0,0,
27-11 20:05:00,1.223,0.570,98.207,0,0,26225090560,83493629952,769253376,156630798336,3708,2563,0,0,
27-11 20:05:01,1.125,0.333,98.541,0,0,26225889280,83295731712,769253376,156823199744,2978,2631,0,0,
27-11 20:05:02,1.209,0.306,98.486,0,0,26225893376,83071619072,769257472,157041606656,1364,2315,0,655360,
27-11 20:05:03,1.306,0.292,98.402,0,0,26225549312,82847424512,769257472,157260570624,1483,2619,0,1671168,
27-11 20:05:04,1.139,0.306,98.555,0,0,26225610752,82621624320,769257472,157480030208,2587,2821,0,0,
27-11 20:05:05,1.209,0.292,98.499,0,0,26225123328,82396332032,769257472,157699751936,1859,2779,0,0,
27-11 20:05:06,1.473,0.347,98.180,0,0,26226249728,82169982976,769257472,157919207424,1310,2543,0,0,
27-11 20:05:07,1.167,0.278,98.555,0,0,26226507776,81942966272,769257472,158139899904,1354,2577,0,49152,
27-11 20:05:08,1.195,0.917,97.443,0.445,0,26226774016,81716862976,769261568,158359629824,1662,2603,0,3916300288,
27-11 20:05:09,1.334,0.458,98.027,0.181,0,26225958912,81491148800,769261568,158579576832,1305,2163,0,1387986944,
27-11 20:05:10,1.223,0.320,98.458,0,0,26226774016,81264390144,769261568,158799773696,1473,2963,0,0,
27-11 20:05:11,1.223,0.250,98.527,0,0,26227339264,81037590528,769261568,159019859968,1185,2395,0,0,
27-11 20:05:12,1.418,0.292,98.290,0,0,26227269632,80818892800,769265664,159232655360,1244,2025,0,286720,
27-11 20:05:13,1.181,0.292,98.527,0,0,26227232768,80599334912,769265664,159446274048,1630,3547,0,0,
27-11 20:05:14,1.347,0.264,98.389,0,0,26226958336,80380203008,769265664,159659474944,15282,9958,0,0,
27-11 20:05:15,1.278,0.236,98.485,0,0,26226929664,80161660928,769265664,159872126976,1455,2079,0,0,
27-11 20:05:16,1.209,0.306,98.486,0,0,26227249152,79942451200,769265664,160085094400,1683,3049,0,0,
27-11 20:05:17,1.223,0.292,98.485,0,0,26227286016,79723700224,769273856,160298053632,2485,2677,0,32768,
27-11 20:05:18,1.278,0.334,98.388,0,0,26227318784,79504474112,769273856,160511156224,3878,2325,0,0,
27-11 20:05:19,1.252,0.848,97.497,0.403,0,26227179520,79285927936,769273856,160723914752,1761,3165,0,3973988352,
27-11 20:05:20,1.181,0.500,98.180,0.139,0,26227335168,79066865664,769273856,160936935424,1424,2549,0,1330315264,
27-11 20:05:21,1.306,0.222,98.472,0,0,26226814976,78847791104,769273856,161150648320,1125,2025,0,0,
27-11 20:05:22,1.181,0.306,98.513,0,0,26227101696,78630703104,769277952,161361580032,2519,2995,0,294912,
27-11 20:05:23,1.251,0.222,98.527,0,0,26226667520,78411546624,769277952,161574780928,2591,2467,0,0,
27-11 20:05:24,1.472,0.222,98.306,0,0,26226688000,78192680960,769277952,161787723776,73868,2163,0,0,
27-11 20:05:25,1.250,0.278,98.472,0,0,26226692096,77973106688,769277952,162001387520,38384,3101,0,0,
27-11 20:05:26,1.209,0.222,98.569,0,0,26227245056,77753241600,769277952,162214797312,1859,3092,0,0,
27-11 20:05:27,2.226,0.849,96.926,0,0,26244268032,83386073088,769282048,156714201088,2694,4536,0,712704,
27-11 20:05:28,2.797,0.584,96.619,0,0,26248871936,83222482944,769282048,156869603328,2692,6067,0,0,
27-11 20:05:29,2.959,0.472,96.568,0,0,26247933952,83059851264,769282048,157028958208,1803,3227,0,0,
27-11 20:05:30,2.353,1.156,96.087,0.404,0,26270896128,82872623104,769282048,157189140480,1856,3963,0,3880787968,
27-11 20:05:31,2.278,1.584,95.374,0.764,0,26275688448,82701529088,769282048,157351284736,2172,5757,0,6459883520,
27-11 20:05:32,1.971,0.694,97.223,0.111,0,26274140160,82531831808,769286144,157517983744,3215,4153,0,1109434368,
27-11 20:05:33,1.794,0.584,97.622,0,0,26275987456,82363027456,769286144,157679906816,2059,4337,0,0,
27-11 20:05:34,1.779,0.639,97.582,0,0,26278219776,82188066816,769286144,157848145920,4185,5443,0,0,
27-11 20:05:35,1.793,0.556,97.651,0,0,26279215104,82018750464,769286144,158012108800,4867,3237,0,0,
27-11 20:05:36,1.906,0.473,97.621,0,0,26281041920,81845874688,769286144,158178754560,2903,4241,0,0,
27-11 20:05:37,2.402,0.625,96.973,0,0,26277003264,81681670144,769290240,158342393856,2642,7113,0,237568,
27-11 20:05:38,1.670,0.459,97.871,0,0,26276483072,81508794368,769290240,158510780416,2160,3281,0,0,
27-11 20:05:39,1.781,0.487,97.732,0,0,26277572608,81339076608,769290240,158675095552,1743,4255,0,0,
27-11 20:05:40,1.849,0.500,97.650,0,0,26279829504,81163669504,769290240,158843441152,2011,5149,0,0,
27-11 20:05:41,2.026,0.500,97.475,0,0,26279235584,80994562048,769290240,159008653312,3131,4153,0,0,
27-11 20:05:42,1.766,0.570,97.664,0,0,26279006208,80821366784,769294336,159177048064,3080,4147,0,1638400,
27-11 20:05:43,1.781,0.543,97.676,0,0,26281312256,80649539584,769294336,159342194688,2070,4411,0,0,
27-11 20:05:44,1.641,0.501,97.858,0,0,26280718336,80477646848,769294336,159510016000,1982,4365,0,0,
27-11 20:05:45,1.821,0.542,97.637,0,0,26280075264,80309800960,769294336,159674155008,2735,4971,0,0,
27-11 20:05:46,1.712,0.501,97.786,0,0,26280120320,80136011776,769294336,159843028992,2291,4443,0,0,
27-11 20:05:47,1.985,0.611,97.404,0,0,26281787392,79965667328,769298432,160007168000,2319,4453,0,131072,
27-11 20:05:48,1.890,0.459,97.652,0,0,26281529344,79792451584,769298432,160175734784,2300,5035,0,0,
27-11 20:05:49,2.087,0.403,97.510,0,0,26283114496,79619633152,769298432,160342446080,2431,4887,0,0,
27-11 20:05:50,1.641,0.612,97.747,0,0,26284216320,79447932928,769298432,160508108800,2420,5195,0,0,
27-11 20:05:51,1.778,0.556,97.666,0,0,26283868160,79275814912,769298432,160676007936,1743,3939,0,0,
27-11 20:05:52,1.754,0.487,97.759,0,0,26283507712,79105667072,769302528,160842092544,2071,4219,0,122880,
27-11 20:05:53,1.614,0.543,97.843,0,0,26284642304,78932516864,769302528,161009610752,2345,4497,0,0,
27-11 20:05:54,1.684,0.557,97.759,0,0,26285596672,78760890368,769302528,161175572480,2546,5399,0,0,
27-11 20:05:55,1.699,0.418,97.884,0,0,26284883968,78587473920,769302528,161344905216,1892,4219,0,0,
27-11 20:05:56,1.765,0.528,97.707,0,0,26285621248,78414798848,769302528,161512321024,3351,5294,0,0,
27-11 20:05:57,1.725,0.584,97.691,0,0,26285379584,78244130816,769302528,161678323712,3088,4338,0,188416,
27-11 20:05:58,1.643,0.487,97.870,0,0,26286825472,78071504896,769302528,161845268480,2753,5475,0,0,
27-11 20:05:59,1.931,0.514,97.555,0,0,26285637632,77902786560,769302528,162009907200,1995,4493,0,0,
27-11 20:06:00,1.683,0.598,97.719,0,0,26287484928,77729464320,769302528,162177064960,1742,4107,0,0,
27-11 20:06:01,1.821,0.570,97.609,0,0,26286850048,77560336384,769302528,162342232064,2102,4273,0,0,
27-11 20:06:02,1.710,0.640,97.609,0.042,0,26287341568,77386457088,769306624,162511204352,1862,4051,0,501567488,
27-11 20:06:03,1.640,0.751,97.443,0.167,0,26286481408,77214048256,769306624,162679394304,2419,4345,0,1392529408,
27-11 20:06:04,1.946,0.514,97.540,0,0,26287706112,77041672192,769306624,162845790208,2383,5953,0,0,
27-11 20:06:05,1.806,0.542,97.653,0,0,26288640000,76869091328,769306624,163013058560,2177,4689,0,0,
27-11 20:06:06,1.726,0.445,97.829,0,0,26288087040,76699557888,769306624,163178319872,1808,3221,0,0,
27-11 20:06:07,1.945,0.528,97.527,0,0,26288275456,76525838336,769314816,163347124224,2456,6507,0,368640,
27-11 20:06:08,1.861,0.764,97.208,0.167,0,26287321088,76353572864,769314816,163515437056,2034,4283,0,1623302144,
27-11 20:06:09,1.807,0.514,97.679,0,0,26288504832,76180836352,769314816,163682709504,1743,3227,0,0,
27-11 20:06:10,1.890,0.542,97.568,0,0,26287861760,76007624704,769314816,163851489280,2323,5419,0,0,
27-11 20:06:11,1.863,0.528,97.609,0,0,26289205248,75835305984,769314816,164018081792,2181,5451,0,0,
27-11 20:06:12,1.792,0.458,97.750,0,0,26287702016,75663458304,769323008,164186755072,1796,3089,0,229376,
27-11 20:06:13,1.975,0.737,97.051,0.236,0,26288013312,75494289408,769323008,164351172608,2382,5913,0,1894277120,
27-11 20:06:14,1.890,0.542,97.568,0,0,26287824896,75320692736,769323008,164519952384,1862,4287,0,0,
27-11 20:06:15,1.736,0.514,97.750,0,0,26288660480,75146645504,769323008,164688707584,2211,4207,0,0,
