"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 0.05_20g.csv 1",,,,"Date:","26 Nov 2025 00:23:36 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
26-11 00:27:33,1.752,0.445,97.803,0,0,25609867264,85244600320,636772352,155496431616,2390,5307,0,1490944
26-11 00:27:34,2.249,0.375,97.376,0,0,25610665984,85077377024,636772352,155658539008,175077,3117,0,0
26-11 00:27:35,3.088,0.487,96.425,0,0,25610280960,84912906240,636772352,155818582016,855488,3109,0,0
26-11 00:27:36,1.753,0.487,97.760,0,0,25610592256,84744261632,636772352,155982364672,3196,4237,0,0
26-11 00:27:37,1.698,0.459,97.843,0,0,25612005376,84576849920,636780544,156144082944,1620,3109,0,139264
26-11 00:27:38,1.794,0.445,97.761,0,0,25612886016,84410138624,636780544,156305301504,2230,4179,0,0
26-11 00:27:39,1.738,0.500,97.762,0,0,25614016512,84240756736,636780544,156468961280,1893,4237,0,0
26-11 00:27:40,1.614,0.515,97.871,0,0,25613905920,84074151936,636780544,156631375872,1799,3109,0,0
26-11 00:27:41,1.739,0.487,97.774,0,0,25614610432,83904937984,636780544,156795015168,1620,3109,0,0
26-11 00:27:42,1.805,0.486,97.710,0,0,25615335424,83736719360,636788736,156958527488,2072,4237,0,131072
26-11 00:27:43,1.739,0.473,97.774,0.014,0,25615757312,83572715520,636788736,157117460480,2336,4513,0,270622720
26-11 00:27:44,1.752,0.528,97.720,0,0,25615011840,83405561856,636788736,157280579584,2908,4078,0,0
26-11 00:27:45,1.807,0.528,97.665,0,0,25616388096,83236810752,636788736,157443174400,1893,4237,0,0
26-11 00:27:46,1.737,0.486,97.777,0,0,25616773120,83068334080,636788736,157606850560,1673,3109,0,0
26-11 00:27:47,1.726,0.445,97.829,0,0,25616093184,82901811200,636796928,157769723904,1620,3109,0,204800
26-11 00:27:48,2.050,0.596,97.355,0,0,25614770176,82767966208,636796928,157901520896,2012,4245,0,0
26-11 00:27:49,2.052,1.012,96.825,0.111,0,25614462976,82664402944,636796928,158002032640,1620,3109,0,1623416832
26-11 00:27:50,2.081,0.680,97.239,0,0,25612935168,82564587520,636796928,158100742144,1673,3117,0,0
26-11 00:27:51,2.301,0.679,97.019,0,0,25613316096,82462171136,636796928,158199791616,1953,4237,0,0
26-11 00:27:52,2.202,0.637,97.161,0,0,25614319616,82361389056,636805120,158297571328,2834,1750,0,319488
26-11 00:27:53,2.121,0.624,97.255,0,0,25613037568,82260344832,636805120,158396628992,3893,3117,0,0
26-11 00:27:54,2.177,1.151,96.561,0.111,0,25613275136,82158297088,636805120,158495621120,4411,4369,0,1623302144
26-11 00:27:55,2.065,0.693,97.242,0,0,25614217216,82049171456,636805120,158601031680,2826,3117,0,0
26-11 00:27:56,1.942,0.513,97.544,0,0,25613787136,81882800128,636805120,158763233280,1909,3109,0,0
26-11 00:27:57,1.917,0.500,97.583,0,0,25613410304,81714900992,636813312,158926712832,1953,4237,0,245760
26-11 00:27:58,1.834,0.445,97.721,0,0,25613111296,81549496320,636813312,159087960064,1739,3117,0,0
26-11 00:27:59,1.600,0.654,97.607,0.139,0,25612845056,81381023744,636813312,159252168704,2310,3109,0,1209040896
26-11 00:28:00,1.767,0.612,97.538,0.083,0,25613799424,81212030976,636813312,159415648256,4021,5307,0,684744704
26-11 00:28:01,1.752,0.501,97.747,0,0,25614352384,81044824064,636813312,159577649152,1680,3117,0,0
26-11 00:28:02,1.861,0.458,97.681,0,0,25615081472,80876302336,636821504,159741083648,2955,3109,0,237568
26-11 00:28:03,2.219,0.458,97.324,0,0,25614176256,80711143424,636821504,159902523392,2993,4245,0,0
26-11 00:28:04,1.586,0.459,97.955,0,0,25614639104,80542113792,636821504,160066584576,2353,3109,0,0
26-11 00:28:05,1.628,0.696,97.496,0.181,0,25614979072,80374181888,636821504,160229560320,3085,4171,0,1623252992
26-11 00:28:06,1.861,0.514,97.625,0,0,25614471168,80209141760,636821504,160390565888,2378,4351,0,0
26-11 00:28:07,1.738,0.473,97.790,0,0,25613996032,80041492480,636829696,160554168320,1712,3695,0,245760
26-11 00:28:08,1.750,0.445,97.805,0,0,25614589952,79873961984,636829696,160716541952,2647,3117,0,0
26-11 00:28:09,1.836,0.556,97.608,0,0,25614012416,79708684288,636833792,160877789184,2385,4237,0,0
26-11 00:28:10,1.738,0.695,97.358,0.209,0,25614196736,79540170752,636833792,161041518592,2328,4171,0,1894391808
26-11 00:28:11,1.877,0.403,97.719,0,0,25613996032,79373787136,636833792,161203621888,1554,3117,0,0
26-11 00:28:12,1.656,0.529,97.816,0,0,25614184448,79205670912,636841984,161366851584,4742,4237,0,253952
26-11 00:28:13,1.585,0.528,97.886,0,0,25614860288,79037239296,636841984,161530429440,1779,3451,0,0
26-11 00:28:14,1.875,0.458,97.667,0,0,25615421440,78870986752,636841984,161691455488,2354,4070,0,0
26-11 00:28:15,1.781,0.543,97.635,0.042,0,25614794752,78702641152,636846080,161855746048,2324,5299,0,384049152
26-11 00:28:16,1.586,0.668,97.593,0.153,0,25615093760,78532632576,636846080,162021117952,1919,3117,0,1239261184
26-11 00:28:17,1.710,0.556,97.734,0,0,25615175680,78366117888,636858368,162182778880,2650,3117,0,270336
26-11 00:28:18,1.861,0.458,97.681,0,0,25615306752,78198054912,636858368,162346143744,3018,4245,0,0
26-11 00:28:19,1.655,0.515,97.830,0,0,25615495168,78032113664,636858368,162507218944,2204,3109,0,0
26-11 00:28:20,1.888,0.472,97.641,0,0,25614884864,77864034304,636858368,162671505408,2104,4171,0,0
26-11 00:28:21,1.754,0.627,97.452,0.167,0,25615077376,77694914560,636858368,162835652608,3146,4237,0,1352843264
26-11 00:28:22,1.820,0.472,97.707,0,0,25615290368,77529092096,636870656,162997026816,2146,3117,0,196608
26-11 00:28:23,1.627,0.473,97.900,0,0,25614897152,77361360896,636870656,163160268800,1620,3117,0,0
26-11 00:28:24,1.765,0.528,97.707,0,0,25614872576,77192364032,636870656,163324678144,2138,3658,0,0
26-11 00:28:25,1.888,0.486,97.626,0,0,25615753216,77028401152,636870656,163483623424,2081,4171,0,0
26-11 00:28:26,1.602,0.627,97.618,0.153,0,25615269888,76860928000,636870656,163646763008,1799,3109,0,1352761344
26-11 00:28:27,1.986,0.500,97.514,0,0,25615650816,76693766144,636878848,163809296384,1953,4245,0,180224
26-11 00:28:28,1.709,0.459,97.832,0,0,25615110144,76525744128,636878848,163973386240,1739,3117,0,0
26-11 00:28:29,1.669,0.473,97.858,0,0,25616039936,76356296704,636882944,164137394176,1620,3109,0,0
26-11 00:28:30,1.752,0.515,97.733,0,0,25615634432,76190142464,636882944,164299378688,2509,5299,0,0
26-11 00:28:31,1.750,0.458,97.791,0,0,25615695872,76021080064,636882944,164463554560,1620,3109,0,0
26-11 00:28:32,1.684,0.696,97.426,0.195,0,25615286272,75853033472,636891136,164627210240,1739,3109,0,1623433216
26-11 00:28:33,1.851,0.445,97.704,0,0,25614934016,75688001536,636891136,164788285440,2013,4245,0,0
26-11 00:28:34,1.764,0.486,97.750,0,0,25616330752,75518140416,636891136,164952330240,1799,3109,0,0
26-11 00:28:35,1.943,0.458,97.599,0,0,25616207872,75353182208,636895232,165112987648,2177,4171,0,0
26-11 00:28:36,1.668,0.487,97.845,0,0,25616773120,75184316416,636895232,165276540928,3230,4237,0,0
26-11 00:28:37,1.795,0.696,97.314,0.195,0,25615417344,75017863168,636907520,165439508480,3210,3109,0,1893933056
26-11 00:28:38,1.685,0.446,97.870,0,0,25615896576,74851807232,636907520,165600858112,1799,3117,0,0
26-11 00:28:39,1.944,0.430,97.625,0,0,25615253504,74682777600,636907520,165765640192,2013,4237,0,0
26-11 00:28:40,1.699,0.446,97.855,0,0,25615446016,74516414464,636907520,165927731200,2296,4171,0,0
26-11 00:28:41,1.600,0.487,97.913,0,0,25616109568,74348298240,636907520,166090436608,1620,3109,0,0
26-11 00:28:42,1.778,0.611,97.472,0.139,0,25615396864,74179731456,636923904,166254866432,2012,4237,0,1211613184
26-11 00:28:43,1.712,0.529,97.717,0.042,0,25615552512,74014892032,636923904,166415384576,1839,3451,0,412409856
26-11 00:28:44,1.655,0.459,97.886,0,0,25615994880,73848434688,636923904,166577033216,2908,4078,0,0
26-11 00:28:45,1.750,0.556,97.694,0,0,25616130048,73679441920,636923904,166740979712,2324,5299,0,0
26-11 00:28:46,3.483,0.500,96.017,0,0,25614725120,73515999232,636923904,166901387264,2639,3109,0,0
26-11 00:28:47,1.940,0.540,97.520,0,0,25614344192,73347198976,636936192,167065853952,2260,3109,0,212992
26-11 00:28:48,1.914,0.777,97.101,0.208,0,25614950400,73180430336,636936192,167227854848,2484,4245,0,1893859328
26-11 00:28:49,1.849,0.556,97.595,0,0,25614970880,73014648832,636940288,167388811264,1870,3117,0,0
26-11 00:28:50,2.269,0.487,97.244,0,0,25614561280,72846688256,636940288,167552606208,827774,4171,0,0
26-11 00:28:51,2.114,0.473,97.413,0,0,25615044608,72680816640,636940288,167713681408,204233,4237,0,0
26-11 00:28:52,1.726,0.404,97.870,0,0,25614974976,72513150976,636948480,167877009408,2146,3109,0,221184
26-11 00:28:53,1.601,0.668,97.550,0.181,0,25614585856,72344752128,636948480,168040882176,1620,3117,0,1623384064
26-11 00:28:54,1.765,0.500,97.735,0,0,25614737408,72178565120,636948480,168202305536,2321,4377,0,0
26-11 00:28:55,1.848,0.486,97.666,0,0,25615405056,72010383360,636952576,168365551616,2117,4171,0,0
26-11 00:28:56,1.752,0.459,97.789,0,0,25613099008,71843229696,636952576,168530210816,4073,3109,0,0
26-11 00:28:57,1.835,0.459,97.706,0,0,25613721600,71675592704,636960768,168692715520,2585,4237,0,196608
26-11 00:28:58,2.012,0.569,97.378,0.042,0,25612541952,71506890752,636960768,168857800704,3431,3117,0,326377472
26-11 00:28:59,1.888,0.694,97.265,0.153,0,25613160448,71340728320,636960768,169019154432,2117,4179,0,1296924672
26-11 00:29:00,1.681,0.528,97.790,0,0,25612886016,71172505600,636960768,169183084544,2132,4351,0,0
26-11 00:29:01,1.614,0.570,97.816,0,0,25612996608,71004647424,636960768,169345933312,1680,3695,0,0
26-11 00:29:02,1.630,0.446,97.925,0,0,25613262848,70838693888,636973056,169507389440,1739,3109,0,172032
26-11 00:29:03,1.669,0.487,97.844,0,0,25614581760,70669262848,636973056,169671041024,1893,4245,0,0
26-11 00:29:04,1.904,0.765,97.095,0.236,0,25613393920,70504607744,636973056,169832087552,2730,4171,0,1893785600
26-11 00:29:05,1.640,0.500,97.859,0,0,25614614528,70334861312,636973056,169996259328,1620,3117,0,0
26-11 00:29:06,1.613,0.501,97.886,0,0,25614143488,70167269376,636973056,170159788032,2012,4237,0,0
26-11 00:29:07,1.959,0.458,97.583,0,0,25614172160,70000226304,636981248,170322194432,2402,3109,0,188416
26-11 00:29:08,1.627,0.501,97.873,0,0,25614077952,69832073216,636981248,170485796864,3435,3117,0,0
26-11 00:29:09,1.794,0.626,97.385,0.195,0,25614295040,69662617600,636985344,170650423296,2390,5299,0,1623269376
26-11 00:29:10,2.110,0.514,97.376,0,0,25615290368,69496266752,636985344,170811498496,1799,3117,0,0
26-11 00:29:11,1.628,0.459,97.913,0,0,25612816384,69329223680,636985344,170976014336,1680,3109,0,0
26-11 00:29:12,1.807,0.431,97.763,0,0,25613348864,69162897408,636993536,171137523712,2012,4237,0,237568
26-11 00:29:13,1.917,0.458,97.625,0,0,25614106624,68993695744,636993536,171301437440,1719,3451,0,0
26-11 00:29:14,1.585,0.528,97.886,0,0,25614155776,68825399296,636993536,171465465856,2851,5132,0,0
26-11 00:29:15,1.726,0.738,97.313,0.223,0,25613570048,68660191232,636997632,171626704896,1893,4237,0,1893785600
26-11 00:29:16,1.684,0.473,97.843,0,0,25614204928,68491239424,636997632,171790331904,1739,3117,0,0
26-11 00:29:17,1.672,0.418,97.910,0,0,25606328320,68331352064,637009920,171953496064,1620,3109,0,262144
26-11 00:29:18,1.614,0.501,97.884,0,0,25606283264,68164538368,637009920,172115767296,2012,4245,0,0
26-11 00:29:19,1.765,0.500,97.735,0,0,25606324224,67996504064,637009920,172279357440,4561,4303,0,0
26-11 00:29:20,1.210,0.974,97.594,0.223,0,25608273920,71368724480,637009920,168994992128,1739,3109,0,1623916544
26-11 00:29:21,0.069,1.417,98.513,0,0,25608323072,85019836416,637009920,155712241664,1324,3183,0,0
26-11 00:29:22,0.570,0.654,98.776,0,0,24883154944,89972678656,637038592,151601221632,10749,21788,0,5111808
26-11 00:29:23,0.139,0.083,99.778,0,0,24881573888,89974255616,637038592,151601225728,1172,2410,0,0
26-11 00:29:24,0.069,0,99.931,0,0,24881733632,89974095872,637038592,151601225728,3428,8544,0,0
26-11 00:29:25,0.014,0.181,99.680,0.125,0,24881733632,89974095872,637038592,151601225728,170,861,0,1062920192
26-11 00:29:26,0.056,0.153,99.708,0.083,0,24881750016,89974079488,637038592,151601225728,289,869,0,831062016
26-11 00:29:27,0,0.028,99.972,0,0,24881750016,89974079488,637050880,151601213440,278,1420,0,475136
