"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 0.8_20g.csv 1",,,,"Date:","27 Nov 2025 20:19:10 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
27-11 20:23:10,1.417,0.306,98.277,0,0,25914933248,83125448704,771207168,157285457920,727321,3284,0,0
27-11 20:23:11,2.696,0.848,95.997,0.459,0,25915682816,82915979264,771211264,157488545792,6227303,2116,0,4188135424
27-11 20:23:12,1.985,0.278,97.738,0,0,25916198912,82706771968,771211264,157691523072,204765,2782,0,0
27-11 20:23:13,1.265,0.306,98.429,0,0,25915547648,82497736704,771215360,157895499776,1570,3754,0,344064
27-11 20:23:14,1.111,0.375,98.514,0,0,25915338752,83746082816,771215360,156680646656,1364,2196,0,0
27-11 20:23:15,1.167,0.333,98.500,0,0,25915310080,83537428480,771215360,156884221952,1275,2538,0,0
27-11 20:23:16,1.265,0.278,98.444,0.014,0,25916395520,83327762432,771215360,157087457280,1503,2656,0,187432960
27-11 20:23:17,1.222,0.931,97.389,0.458,0,25915056128,83119169536,771219456,157291339776,1185,2502,0,4000227328
27-11 20:23:18,1.251,0.292,98.458,0,0,25915039744,82909708288,771223552,157495177216,1698,2924,0,540672
27-11 20:23:19,1.167,0.250,98.583,0,0,25915363328,82699714560,771223552,157699248128,3165,2814,0,0
27-11 20:23:20,1.264,0.320,98.416,0,0,25915367424,82490245120,771223552,157902852096,3697,2468,0,0
27-11 20:23:21,1.056,0.417,98.527,0,0,25915195392,83738996736,771223552,156687478784,3457,2836,0,0
27-11 20:23:22,1.223,0.320,98.346,0.111,0,25915404288,83531010048,771223552,156889927680,2708,2602,0,954826752
27-11 20:23:23,1.292,0.389,98.278,0.042,0,25914740736,83323240448,771227648,157092802560,2498,3695,0,441647104
27-11 20:23:24,5.108,0.458,94.434,0,0,26066288640,82986315776,771227648,157273849856,2592,3890,0,0
27-11 20:23:25,1.181,0.236,98.583,0,0,26065641472,82774773760,771227648,157479948288,4070,2668,0,0
27-11 20:23:26,1.278,0.292,98.430,0,0,26065874944,82563158016,771227648,157685563392,786,2234,0,0
27-11 20:23:27,1.250,0.264,98.486,0,0,26065932288,82351706112,771227648,157891313664,963,2289,0,0
27-11 20:23:28,1.084,0.806,97.790,0.320,0,26065936384,83597987840,771235840,156678496256,1929,2848,0,2792226816
27-11 20:23:29,1.250,0.333,98.416,0,0,26066255872,83383197696,771235840,156887371776,2265,2614,0,0
27-11 20:23:30,1.237,0.278,98.485,0,0,26066014208,83168399360,771235840,157096706048,2678,2372,0,0
27-11 20:23:31,1.251,0.208,98.541,0,0,26066112512,82953179136,771235840,157306023936,38734,2826,0,0
27-11 20:23:32,1.515,0.347,98.138,0,0,26062323712,82743062528,771235840,157513924608,73576,2604,0,0
27-11 20:23:33,1.195,0.417,98.291,0.097,0,26062761984,82527449088,771244032,157723308032,2133,2736,0,834408448
27-11 20:23:34,1.223,0.695,97.706,0.375,0,26062667776,82313609216,771244032,157931520000,1565,2862,0,3354488832
27-11 20:23:35,1.320,0.278,98.402,0,0,26062462976,82099154944,771244032,158140366848,2033,2924,0,0
27-11 20:23:36,1.320,0.236,98.444,0,0,26062258176,81884225536,771244032,158349516800,2850,2050,0,0
27-11 20:23:37,1.139,0.347,98.513,0,0,26062438400,81669652480,771244032,158558183424,1446,3108,0,0
27-11 20:23:38,1.361,0.361,98.278,0,0,26062036992,81461399552,771248128,158761033728,1542,2772,0,270336
27-11 20:23:39,1.209,0.695,97.720,0.375,0,26062213120,81256374272,771256320,158960295936,1245,2196,0,3208232960
27-11 20:23:40,1.209,0.417,98.347,0.028,0,26062479360,81051324416,771256320,159159967744,1413,3332,0,421027840
27-11 20:23:41,1.334,0.347,98.319,0,0,26062077952,80845918208,771256320,159359680512,3093,2612,0,0
27-11 20:23:42,1.292,0.208,98.500,0,0,26062307328,80643981312,771256320,159556075520,4574,2050,0,0
27-11 20:23:43,1.195,0.264,98.541,0,0,26062569472,80442068992,771264512,159752597504,1532,3364,0,229376
27-11 20:23:44,1.334,0.264,98.403,0,0,26061963264,80242196480,771264512,159947186176,1484,2710,0,0
27-11 20:23:45,1.167,0.695,97.819,0.320,0,26061815808,80040525824,771268608,160143818752,1619,2050,0,2792071168
27-11 20:23:46,1.154,0.292,98.554,0,0,26062680064,79838580736,771268608,160339632128,1627,3228,0,0
27-11 20:23:47,1.070,0.653,98.277,0,0,26061373440,83725688832,771268608,156555411456,1119,2404,0,0
27-11 20:23:48,1.209,0.278,98.513,0,0,26062147584,83564908544,771272704,156713029632,2226,2296,0,663552
27-11 20:23:49,1.209,0.306,98.486,0,0,26061524992,83345358848,771272704,156927741952,3103,3334,0,0
27-11 20:23:50,1.237,0.333,98.430,0,0,26061529088,83124662272,771272704,157142904832,1304,2436,0,0
27-11 20:23:51,1.167,0.236,98.596,0,0,26061299712,82902990848,771272704,157358804992,1185,2050,0,0
27-11 20:23:52,1.181,0.319,98.500,0,0,26061680640,82681868288,771272704,157574475776,1413,2780,0,0
27-11 20:23:53,1.321,0.334,98.346,0,0,26057531392,82464583680,771272704,157789552640,2076,3257,0,32768
27-11 20:23:54,1.512,0.305,98.182,0,0,26057363456,82300452864,771272704,157949390848,1364,2670,0,0
27-11 20:23:55,1.209,0.417,98.305,0.069,0,26057699328,82100412416,771272704,158143959040,1354,3772,0,794574848
27-11 20:23:56,1.250,0.639,97.861,0.250,0,26058158080,81880297472,771272704,158357807104,1304,2164,0,1997291520
27-11 20:23:57,1.223,0.278,98.499,0,0,26057596928,81660682240,771272704,158571847680,1245,3526,0,0
27-11 20:23:58,1.167,0.320,98.513,0,0,26057965568,81440591872,771280896,158785626112,1894,3236,0,221184
27-11 20:23:59,1.278,0.236,98.486,0,0,26057912320,81220333568,771280896,159000043520,1179,2196,0,0
27-11 20:24:00,1.278,0.306,98.416,0,0,26058104832,80999211008,771280896,159215013888,1364,2356,0,0
27-11 20:24:01,1.237,0.695,97.693,0.375,0,26057105408,80778629120,771280896,159430455296,1484,2948,0,3198943232
27-11 20:24:02,1.154,0.959,97.331,0.556,0,26058420224,80557977600,771280896,159643852800,1704,2112,0,4617895936
27-11 20:24:03,1.264,0.320,98.416,0,0,26057838592,80338661376,771280896,159857709056,2233,2800,0,352256
27-11 20:24:04,1.209,0.292,98.500,0,0,26058027008,80118571008,771280896,160071823360,3023,3206,0,0
27-11 20:24:05,1.195,0.222,98.583,0,0,26057945088,79898488832,771280896,160285900800,1679,2050,0,0
27-11 20:24:06,1.306,0.361,98.333,0,0,26057945088,79677124608,771280896,160501297152,1418,2356,0,0
27-11 20:24:07,1.209,0.264,98.527,0,0,26057924608,79453421568,771280896,160719044608,1414,2932,0,0
27-11 20:24:08,1.195,0.236,98.569,0,0,26057961472,79230234624,771284992,160936169472,1845,2242,0,40960
27-11 20:24:09,1.279,0.264,98.457,0,0,26057998336,79006523392,771284992,161153585152,1365,2654,0,0
27-11 20:24:10,1.251,0.278,98.472,0,0,26059841536,78781272064,771284992,161370996736,1413,2948,0,0
27-11 20:24:11,1.153,0.264,98.583,0,0,26057842688,78559440896,771284992,161588822016,1375,2050,0,0
27-11 20:24:12,1.320,0.333,98.347,0,0,26057789440,78336180224,771284992,161806094336,1494,2348,0,0
27-11 20:24:13,1.167,0.222,98.610,0,0,26058293248,78112260096,771293184,162023223296,1630,2848,0,1204224
27-11 20:24:14,1.181,0.319,98.500,0,0,26058330112,77888589824,771293184,162240917504,1484,2366,0,0
27-11 20:24:15,2.778,0.986,96.236,0,0,26074525696,83560685568,771293184,156702810112,2727,4219,0,0
27-11 20:24:16,2.895,0.776,96.329,0,0,26097721344,83438768128,771293184,156799315968,1669,3234,0,0
27-11 20:24:17,4.408,0.612,94.981,0,0,26129825792,83257233408,771293184,156945125376,2358,6044,0,0
27-11 20:24:18,4.431,1.431,93.528,0.611,0,26125541376,83099246592,771293184,157103472640,2292,5544,0,5520572416
27-11 20:24:19,2.506,1.337,95.461,0.696,0,26126749696,82933542912,771293184,157263941632,2359,4884,0,5929631744
27-11 20:24:20,1.766,0.542,97.692,0,0,26126774272,82762997760,771293184,157430099968,1862,4388,0,0
27-11 20:24:21,1.877,0.528,97.594,0,0,26129338368,82594664448,771293184,157591351296,1683,4488,0,0
27-11 20:24:22,1.670,0.404,97.926,0,0,26130886656,82423865344,771293184,157755936768,2017,4242,0,0
27-11 20:24:23,1.863,0.528,97.609,0,0,26114646016,82273284096,771297280,157918121984,3034,6727,0,401408
27-11 20:24:24,2.083,0.528,97.389,0,0,26117980160,82101374976,771297280,158082416640,1922,4420,0,0
27-11 20:24:25,1.930,0.472,97.598,0,0,26119839744,81929863168,771297280,158247165952,2392,4242,0,8192
27-11 20:24:26,1.682,0.542,97.776,0,0,26121142272,81757810688,771297280,158413537280,2048,4422,0,0
27-11 20:24:27,1.932,0.542,97.526,0,0,26122219520,81590026240,771297280,158575448064,2121,5534,0,0
27-11 20:24:28,1.752,0.500,97.748,0,0,26121113600,81421635584,771297280,158740652032,2501,4434,0,147456
27-11 20:24:29,1.862,0.500,97.638,0,0,26122518528,81251766272,771297280,158904381440,1923,4276,0,0
27-11 20:24:30,1.836,0.501,97.664,0,0,26122727424,81079664640,771297280,159071600640,1802,3112,0,114688
27-11 20:24:31,1.657,0.515,97.828,0,0,26123247616,80909922304,771297280,159236399104,3310,5572,0,0
27-11 20:24:32,1.573,0.543,97.884,0,0,26123399168,80738836480,771297280,159402221568,3286,5184,0,0
27-11 20:24:33,1.685,0.474,97.841,0,0,26124152832,80569851904,771305472,159566286848,1935,3436,0,139264
27-11 20:24:34,1.600,0.584,97.816,0,0,26123583488,80398950400,771305472,159733035008,2137,5046,0,0
27-11 20:24:35,1.599,0.598,97.804,0,0,26123988992,80226988032,771305472,159899828224,1743,3666,0,0
27-11 20:24:36,2.016,0.528,97.456,0,0,26125017088,80058748928,771305472,160062787584,2240,4174,0,0
27-11 20:24:37,1.614,0.557,97.829,0,0,26125180928,79888105472,771305472,160228634624,1958,5578,0,0
27-11 20:24:38,2.084,0.570,97.346,0,0,26125283328,79719096320,771309568,160392871936,2100,4862,0,139264
27-11 20:24:39,1.947,0.487,97.566,0,0,26125295616,79548567552,771309568,160558690304,2693491,3258,0,0
27-11 20:24:40,3.089,0.473,96.438,0,0,26127421440,79378657280,771309568,160721821696,5123201,5388,0,0
27-11 20:24:41,1.724,0.501,97.775,0,0,26127613952,79207215104,771309568,160888475648,2181,5834,0,0
27-11 20:24:42,2.014,0.542,97.444,0,0,26125369344,79040581632,771309568,161052917760,1742,3112,0,0
27-11 20:24:43,1.928,0.652,97.420,0,0,26125393920,78871416832,771317760,161217339392,2130,5738,0,188416
27-11 20:24:44,1.738,0.514,97.748,0,0,26125422592,78700453888,771317760,161383878656,1802,4372,0,0
27-11 20:24:45,1.753,0.501,97.746,0,0,26125287424,78533230592,771317760,161546706944,3014,4508,0,1245184
27-11 20:24:46,1.739,0.529,97.732,0,0,26126974976,78360969216,771317760,161712939008,2291,5586,0,0
27-11 20:24:47,1.656,0.515,97.829,0,0,26127708160,78188109824,771317760,161880154112,1683,3112,0,0
27-11 20:24:48,1.904,0.528,97.568,0,0,26127069184,78019174400,771321856,162044829696,2625,4662,0,163840
27-11 20:24:49,1.956,0.638,97.406,0,0,26128416768,77847093248,771321856,162210992128,3239,5766,0,0
27-11 20:24:50,1.684,0.779,97.384,0.153,0,26128408576,77678448640,771325952,162375421952,2300,4174,0,1623384064
27-11 20:24:51,1.586,0.556,97.858,0,0,26128494592,77506473984,771325952,162542567424,1926,4208,0,0
27-11 20:24:52,1.809,0.556,97.635,0,0,26129330176,77335453696,771325952,162707947520,2320,5190,0,0
27-11 20:24:53,1.669,0.487,97.845,0,0,26129715200,77164789760,771325952,162873688064,2476,4265,0,335872
27-11 20:24:54,1.628,0.584,97.788,0,0,26130538496,76992978944,771325952,163039911936,2360,5290,0,0
27-11 20:24:55,2.054,0.541,97.405,0,0,26131189760,76824268800,771325952,163203854336,1958,5366,0,0
27-11 20:24:56,1.888,0.708,97.224,0.180,0,26130616320,76652601344,771325952,163371212800,1985,3112,0,1623244800
27-11 20:24:57,1.916,0.528,97.557,0,0,26130448384,76482932736,771325952,163536179200,2439,4600,0,0
27-11 20:24:58,1.753,0.556,97.691,0,0,26130464768,76312563712,771334144,163702136832,5165,5348,0,253952
27-11 20:24:59,1.819,0.500,97.682,0,0,26130653184,76141666304,771334144,163868127232,4367,4320,0,0
27-11 20:25:00,1.781,0.543,97.676,0,0,26130833408,75973406720,771334144,164031713280,3462,4714,0,0
27-11 20:25:01,1.738,0.834,97.191,0.236,0,26130989056,75800010752,771338240,164200087552,2078,5948,0,1893900288
27-11 20:25:02,1.793,0.486,97.721,0,0,26130968576,75630301184,771338240,164365144064,1952,3280,0,0
27-11 20:25:03,1.752,0.528,97.720,0,0,26130542592,75459973120,771346432,164531425280,2485,5924,0,262144
27-11 20:25:04,1.851,0.473,97.676,0,0,26125684736,75294773248,771346432,164696924160,2077,4388,0,0
27-11 20:25:05,1.877,0.473,97.650,0,0,26125496320,75127517184,771346432,164859535360,4757,5006,0,0
27-11 20:25:06,1.902,0.694,97.237,0.167,0,26126868480,74956328960,771346432,165024927744,1802,4234,0,1243381760
27-11 20:25:07,1.932,0.625,97.360,0.083,0,26126606336,74787446784,771346432,165189443584,2404,3551,0,650403840
27-11 20:25:08,1.778,0.556,97.666,0,0,26126233600,74615816192,771350528,165356617728,4446,4817,0,253952
